PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,wasteTreatment,wasteClassification,wasteTransfers,confidentialityReason
2026/02/13,Sweden,2023.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10021847.Facility,SPENDRUPS BRYGGERI AB,GRÄNGESBERG,15.01324,60.07776,,Disposal,NONHW,2553.0,
2026/02/13,Denmark,2014.0,5.0,Waste and wastewater management,5(f),DK.CAED/900000024.FACILITY,Spildevandscenter Avedøre (renseanlæg),Hvidovre,12.45055509,55.6085262,,Disposal,NONHW,4030.0,
2026/02/13,Sweden,2017.0,2.0,Production and processing of metals,2(b),SE.CAED/10017901.Facility,Höganäs Sweden AB,HÖGANÄS,12.54737,56.20871,,Disposal,HW,329.0,
2026/02/13,Denmark,2012.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/5545.FACILITY,Tican Fresh Meat A/S,Thisted             ,8.70069014671983,56.9536559894704,,Recovery,HW,23.5,
2026/02/13,Sweden,2014.0,5.0,Waste and wastewater management,5(d),SE.CAED/10020539.Facility,Långskogens avfallsupplag,FILIPSTAD,14.26643,59.78954,,Recovery,NONHW,5040.0,
2026/02/13,Sweden,2017.0,1.0,Energy sector,1(c),SE.CAED/10022214.Facility,Säverstaverket,BOLLNÄS,16.37677,61.34104,,Disposal,HW,5290.0,
2026/02/13,Sweden,2011.0,5.0,Waste and wastewater management,5(b),SE.CAED/10020327.Facility,Nevel Åmotfors,ÅMOTFORS,12.35301,59.75746,,Recovery,HW,2110.0,
2026/02/13,Sweden,2020.0,9.0,Other activities,9(c),SE.CAED/10018280.Facility,Ballingslöv AB,BALLINGSLÖV,13.84336,56.21137,,Recovery,NONHW,2450.0,
2026/02/13,Norway,2012.0,5.0,Waste and wastewater management,5(c),NO.EEA/0624.0015.01.FACILITY,Hellik Teigen avd. Hokksund,Hokksund,9.937474,59.76205,,Recovery,NONHW,9090.0,
2026/02/13,Denmark,2014.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000083543.FACILITY,Nordic Sugar A/S  Nakskov,Nakskov,11.147332871711852,54.83090330914613,,Disposal,HW,24.0,
2026/02/13,Denmark,2014.0,1.0,Energy sector,1(c),DK.EEA/1513.FACILITY,Vattenfall A/S                   Fynsværket,Odense C            ,10.4102116826366,55.4294116608398,,Disposal,HW,0.3,
2026/02/13,Sweden,2015.0,2.0,Production and processing of metals,2(d),SE.CAED/10020468.Facility,Valmet AB - Städet 7,KARLSTAD,13.53859,59.37589,,Disposal,NONHW,9030.0,
2026/02/13,Sweden,2007.0,5.0,Waste and wastewater management,5(b),SE.CAED/10014984.Facility,Gärstadverket,LINKÖPING,15.65453,58.43668,,Disposal,NONHW,39.0,
2026/02/13,Sweden,2019.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10017375.Facility,KLS Ugglarps Hörby,HÖRBY,13.66991,55.8608,,Recovery,NONHW,18000.0,
2026/02/13,Sweden,2021.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10019305.Facility,Gunnar Dafgård AB,KÄLLBY,13.29552,58.51161,,Recovery,NONHW,12700.0,
2026/02/13,Sweden,2015.0,5.0,Waste and wastewater management,5(d),SE.CAED/10014736.Facility,Lilla Nyby avfallsanläggnng,ESKILSTUNA,16.53889,59.34456,,Recovery,HW,2040.0,
2026/02/13,Sweden,2018.0,5.0,Waste and wastewater management,5(b),SE.CAED/10014627.Facility,Idbäckens Kraftvärmeverk,NYKÖPING,17.0011,58.74324,,Disposal,HW,2380.0,
2026/02/13,Denmark,2020.0,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057523.FACILITY,Nørager Mejeri A/S,Nørager,9.622449239477628,56.71033760431373,,Disposal,NONHW,386.266,
2026/02/13,Norway,2017.0,1.0,Energy sector,1(c),NO.EEA/0231.0089.01.FACILITY,Akershus Energipark,Rånåsfoss,11.0728569,59.9715042,,Recovery,HW,2530.0,
2026/02/13,Denmark,2017.0,2.0,Production and processing of metals,2(f),DK.CAED/000062297.FACILITY,BANG & OLUFSEN OPERATIONS A/S,Struer,8.60711822823534,56.47798049497931,,Recovery,HW,255.0,
2026/02/13,Sweden,2011.0,9.0,Other activities,9(c),SE.CAED/10020575.Facility,Trioworld Lundin AB,ARVIKA,12.48851,59.67134,,Recovery,HW,11.4,
2026/02/13,Sweden,2014.0,5.0,Waste and wastewater management,5(d),SE.CAED/10019001.Facility,Sörmossens avfallsupplag,BOHUS,12.04814,57.84602,,Recovery,NONHW,3160.0,
2026/02/13,Sweden,2010.0,3.0,Mineral industry,3(b),SE.CAED/10024478.Facility,Boliden Mineral AB - Aitikgruv,GÄLLIVARE,20.96005,67.07162,,Disposal,NONHW,194.0,
2026/02/13,Sweden,2011.0,2.0,Production and processing of metals,2(f),SE.EEA/0685-238.FACILITY,Sapa Komponenter AB,Vetlanda,15.07632051,57.41667726,,Recovery,HW,237.0,
2026/02/13,Sweden,2021.0,5.0,Waste and wastewater management,5(b),SE.CAED/10017854.Facility,Filborna Kraftvärmeverk,HELSINGBORG,12.76912,56.07038,,Disposal,NONHW,40100.0,
2026/02/13,Sweden,2019.0,4.0,Chemical industry,4(a)(iv),SE.CAED/10020851.Facility,Nouryon Functional Chemicals AB,KUMLA,15.26921,59.12619,,Disposal,HW,777.0,
2026/02/13,Sweden,2014.0,2.0,Production and processing of metals,2(f),SE.CAED/10020487.Facility,Calamo AB,MOLKOM,13.74197,59.60595,,Disposal,HW,144.0,
2026/02/13,Norway,2013.0,5.0,Waste and wastewater management,5(c),NO.EEA/192089.FACILITY,Stena Recycling AS  filial Skien,Skien,9.568999,59.1212845,,Disposal,NONHW,9610.0,
2026/02/13,Denmark,2013.0,2.0,Production and processing of metals,2(f),DK.EEA/4251.FACILITY,NICHRO HAARDCHROM A/S,Hvidovre            ,12.4644226814429,55.6210029672146,,Disposal,HW,35.0,
2026/02/13,Sweden,2014.0,5.0,Waste and wastewater management,5(a),SE.CAED/10018140.Facility,Stena Recycling AB Kretsloppsparken Kristianstad,KRISTIANSTAD,14.12013,55.99275,,Recovery,HW,2470.0,
2026/02/13,Sweden,2012.0,5.0,Waste and wastewater management,5(d),SE.CAED/10016512.Facility,Mörkeskogs avfallsanl.,MÖNSTERÅS,16.40274,57.01266,,Recovery,NONHW,6630.0,
2026/02/13,Denmark,2009.0,,,,DK.CAED/000092288.FACILITY,I/S Skive Fjernvarme,Skive,9.031234525656998,56.561919021710224,,Disposal,HW,1190.0,
2026/02/13,Sweden,2021.0,5.0,Waste and wastewater management,5(d),SE.CAED/10017800.Facility,Lundåkrabuktens avfallsanläggning,LANDSKRONA,12.86207,55.86186,,Disposal,NONHW,72.0,
2026/02/13,Sweden,2021.0,5.0,Waste and wastewater management,5(d),SE.CAED/10024660.Facility,Greencare Solutions,LULEÅ,22.11184,65.68832,,Disposal,NONHW,257.0,
2026/02/13,Denmark,2019.0,9.0,Other activities,9(c),DK.CAED/000107279.FACILITY,Envases,Odense C,10.367772634187803,55.4103199998339,,Disposal,HW,166.0,
2026/02/13,Sweden,2022.0,1.0,Energy sector,1(c),SE.CAED/10016572.Facility,Moskogens kraftvärmeverk,KALMAR,16.18174,56.69222,,Recovery,NONHW,5030.0,
2026/02/13,Denmark,2013.0,2.0,Production and processing of metals,2(f),DK.EEA/2954.FACILITY,INDULAK A/S,Them                ,9.5812072856577,56.0986557194924,,Disposal,NONHW,37700.0,
2026/02/13,Sweden,2011.0,4.0,Chemical industry,4(a)(ii),SE.CAED/10015061.Facility,Lantmännen Biorefineries AB,NORRKÖPING,16.22923,58.61405,,Recovery,HW,17.1,
2026/02/13,Sweden,2021.0,5.0,Waste and wastewater management,5(b),SE.CAED/10018458.Facility,Kristinehedsverket,HALMSTAD,12.90604,56.69214,,Disposal,NONHW,770.0,
2026/02/13,Denmark,2010.0,1.0,Energy sector,1(c),DK.EEA/3886.FACILITY,DONG ENERGY POWER A/S,Vordingborg         ,11.884506065864,54.995640455054,,Recovery,HW,4.3,
2026/02/13,Sweden,2022.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10017203.Facility,Akzo Nobel Decorative/Industrial Coatings,MALMÖ,13.08479,55.61476,,Recovery,NONHW,4180.0,
2026/02/13,Denmark,2008.0,1.0,Energy sector,1(a),DK.EEA/3526.FACILITY,DONG Energy Power A/S - Oil Terminals,Skælskør,11.2634470089043,55.208929157534,,Recovery,HW,503.0,
2026/02/13,Norway,2011.0,2.0,Production and processing of metals,2(e)(i),NO.EEA/1931.0020.01.FACILITY,Finnfjord,FINNSNES,18.0821819,69.2225952,,Recovery,NONHW,203.0,
2026/02/13,Denmark,2012.0,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Disposal,NONHW,9080.0,
2026/02/13,Sweden,2021.0,1.0,Energy sector,1(c),SE.CAED/10019440.Facility,Rosenlunds Kraftvärmeverk,GÖTEBORG,11.95421,57.70299,,Recovery,HW,7.0,
2026/02/13,Denmark,2011.0,3.0,Mineral industry,3(e),DK.CAED/000105785.FACILITY,ARDAGH GLASS HOLMEGAARD A/S,Holmegaard,11.816781014723745,55.286522160169966,,Disposal,HW,546.0,
2026/02/13,Sweden,2022.0,9.0,Other activities,9(c),SE.CAED/10018280.Facility,Ballingslöv AB,BALLINGSLÖV,13.84336,56.21137,,Recovery,NONHW,2070.0,
2026/02/13,Norway,2016.0,3.0,Mineral industry,3(a),NO.EEA/0000.0010.01.FACILITY,Oseberg,Stavanger,2.8256,60.49131,,Recovery,HW,29000.0,
2026/02/13,Denmark,2018.0,1.0,Energy sector,1(c),DK.CAED/000097307.FACILITY,Hillerød Kraftvarmeværk ,Hillerød,12.311211462581817,55.90745247541797,,Recovery,NONHW,3120.0,
2026/02/13,Denmark,2015.0,5.0,Waste and wastewater management,5(d),DK.CAED/000106146.FACILITY,Audebo Miljøcenter,Svinninge,11.58660611756652,55.75876992727126,,Recovery,NONHW,34430.0,
2026/02/13,Norway,2016.0,3.0,Mineral industry,3(a),NO.EEA/0000.0028.01.FACILITY,Kristin,Stavanger,6.549454,64.99371,,Recovery,HW,381.0,
2026/02/13,Denmark,2024.0,1.0,Energy sector,1(c),DK.CAED/000057740.FACILITY,Helsingør Kraftvarmeværk,Helsingør,12.557803568163235,56.0201289426011,,Recovery,HW,0.0,
2026/02/13,Sweden,2022.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10020742.Facility,Kopparbergs Bryggeri AB,KOPPARBERG,15.00782,59.88006,,Disposal,HW,12.7,
2026/02/13,Sweden,2016.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10017520.Facility,Celanese Production Sweden AB,PERSTORP,13.38349,56.12128,,Recovery,HW,12.1,
2026/02/13,Denmark,2010.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000086087.FACILITY,Danish Crown A/S,Vejle,9.569020339874022,55.73512988471337,,Disposal,NONHW,7.0,
2026/02/13,Norway,2015.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),NO.EEA/1103.0046.01.FACILITY,Nortura Forus,Stavanger,5.745912,58.8873825,,Disposal,NONHW,6.5,
2026/02/13,Sweden,2012.0,5.0,Waste and wastewater management,5(b),SE.CAED/10016347.Facility,Ljungsjöverket,LJUNGBY,13.95441,56.85084,,Recovery,NONHW,11200.0,
2026/02/13,Denmark,2023.0,1.0,Energy sector,1(c),DK.CAED/000068265.FACILITY,SILKEBORG VARME A/S,Silkeborg,9.556894202416276,56.18199765871436,,Recovery,NONHW,295.294,
2026/02/13,Sweden,2019.0,6.0,Paper and wood production and processing,6(a),SE.CAED/10024325.Facility,Billerud Karlsborgs bruk,KARLSBORGSVERKEN,23.28767,65.79194,,Disposal,NONHW,17600.0,
2026/02/13,Norway,2017.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),NO.EEA/192121.FACILITY,Felleskjøpet Rogaland Agder,Stavanger,5.751011,58.9436378,,Recovery,HW,10.4,
2026/02/13,Sweden,2014.0,5.0,Waste and wastewater management,5(a),SE.CAED/10020352.Facility,EWGroup avfallsbehandling,STORFORS,14.27087,59.53732,,Disposal,HW,5140.0,
2026/02/13,Sweden,2020.0,1.0,Energy sector,1(c),SE.CAED/10016638.Facility,Oskarshamns kärnkraftverk,Oskarshamn,16.66965,57.41313,,Recovery,HW,68.2,
2026/02/13,Denmark,2024.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000106360.FACILITY,Danish Crown A/S - Sæby,Sæby,10.512725245811836,57.33122459751371,,Disposal,HW,0.0,
2026/02/13,Sweden,2021.0,5.0,Waste and wastewater management,5(a),SE.CAED/10024044.Facility,Swerock Recyclinganläggning Skelleftehamn,SKELLEFTEHAMN,21.25733,64.68472,,Disposal,NONHW,4770.0,
2026/02/13,Sweden,2015.0,5.0,Waste and wastewater management,5(b),SE.CAED/10019709.Facility,Lillesjö Avfallskraftvärmeverk,UDDEVALLA,11.9835,58.37412,,Disposal,NONHW,17900.0,
2026/02/13,Norway,2007.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),NO.EEA/1834.0001.01.FACILITY,Nova Sea AS,Lovund,12.3726892,66.36712,,Disposal,NONHW,3000.0,
2026/02/13,Denmark,2008.0,,,,DK.CAED/000106452.FACILITY,Novozymes Bagsværd,Bagsværd,12.455850237989024,55.75345022785023,,Disposal,HW,28.0,
2026/02/13,Norway,2008.0,8.0,Animal and vegetable products from the food and beverage sector,8(c),NO.EEA/0301.0232.01.FACILITY,TINE SA AVD KALBAKKEN OSLO (tidl.TINE SA AVD PRODUKSJON OSLO),Oslo,10.8653307,59.9438477,,Recovery,HW,70.9,
2026/02/13,Sweden,2012.0,5.0,Waste and wastewater management,5(d),SE.CAED/10015012.Facility,Gärstad avfallsanläggning,LINKÖPING,15.65288,58.43914,,Recovery,NONHW,24100.0,
2026/02/13,Sweden,2018.0,5.0,Waste and wastewater management,5(d),SE.CAED/10024000.Facility,Degermyran depon.anläggning,SKELLEFTEÅ,21.03443,64.77057,,Disposal,NONHW,119000.0,
2026/02/13,Sweden,2009.0,5.0,Waste and wastewater management,5(d),SE.CAED/10016601.Facility,Moskogens avfallsanläggning,KALMAR,16.17082,56.69431,,Disposal,HW,910.0,
2026/02/13,Sweden,2012.0,2.0,Production and processing of metals,2(d),SE.CAED/10014080.Facility,SCANIA SÖDERTÄLJE,SÖDERTÄLJE,17.64362,59.16575,,Recovery,NONHW,39500.0,
2026/02/13,Sweden,2018.0,2.0,Production and processing of metals,2(b),SE.CAED/10017901.Facility,Höganäs Sweden AB,HÖGANÄS,12.54737,56.20871,,Recovery,NONHW,3280.0,
2026/02/13,Sweden,2011.0,1.0,Energy sector,1(c),SE.CAED/10019440.Facility,Rosenlunds Kraftvärmeverk,GÖTEBORG,11.95421,57.70299,,Recovery,HW,126.0,
2026/02/13,Sweden,2018.0,4.0,Chemical industry,4(e),SE.CAED/10014079.Facility,ASTRAZENECA  GÄRTUNA,SÖDERTÄLJE,17.67923,59.17736,,Disposal,HW,585.0,
2026/02/13,Denmark,2022.0,1.0,Energy sector,1(c),DK.CAED/000068265.FACILITY,SILKEBORG VARME A/S,Silkeborg,9.556894202416276,56.18199765871436,,Recovery,NONHW,34.969,
2026/02/13,Sweden,2009.0,2.0,Production and processing of metals,2(f),SE.CAED/10014964.Facility,Saab AB,LINKÖPING,15.66833,58.40707,,Disposal,HW,645.0,
2026/02/13,Sweden,2012.0,5.0,Waste and wastewater management,5(d),SE.CAED/10014112.Facility,Tveta Återvinningsanläggning,SÖDERTÄLJE,17.57212,59.13715,,Disposal,HW,12.0,
2026/02/13,Denmark,2010.0,5.0,Waste and wastewater management,5(d),DK.CAED/000104577.FACILITY,Miljøanlæg Ravnshøj,Frederikshavn,10.447359696919843,57.45071755373301,,Recovery,HW,6090.0,
2026/02/13,Sweden,2015.0,4.0,Chemical industry,4(e),SE.CAED/10014079.Facility,ASTRAZENECA  GÄRTUNA,SÖDERTÄLJE,17.67923,59.17736,,Recovery,HW,1820.0,
2026/02/13,Norway,2009.0,5.0,Waste and wastewater management,5(c),NO.EEA/0624.0015.01.FACILITY,Hellik Teigen avd. Hokksund,Hokksund,9.937474,59.76205,,Recovery,HW,1200.0,
2026/02/13,Denmark,2021.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000086087.FACILITY,Danish Crown A/S,Vejle,9.569020339874022,55.73512988471337,,Recovery,NONHW,2106.0,
2026/02/13,Norway,2013.0,1.0,Energy sector,1(a),NO.EEA/1547.0005.02.FACILITY,Nyhamna prosessanlegg,Aukra,6.942666,62.84787,,Disposal,HW,0.01,
2026/02/13,Denmark,2019.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),DK.CAED/000083543.FACILITY,Nordic Sugar A/S  Nakskov,Nakskov,11.147332871711852,54.83090330914613,,Disposal,NONHW,68236.0,
2026/02/13,Sweden,2014.0,1.0,Energy sector,1(c),SE.CAED/10015102.Facility,Händelöverket,NORRKÖPING,16.23333,58.61956,,Disposal,HW,26900.0,
2026/02/13,Sweden,2018.0,1.0,Energy sector,1(c),SE.CAED/10022522.Facility,Kraftvärmeverket Övik Energi A,Domsjö,18.71087,63.27298,,Disposal,NONHW,195.0,
2026/02/13,Sweden,2020.0,1.0,Energy sector,1(c),SE.CAED/10020920.Facility,Karlskoga kraftvärmeverk,KARLSKOGA,14.5435,59.34484,,Disposal,HW,1140.0,
2026/02/13,Sweden,2012.0,4.0,Chemical industry,4(b)(i),SE.CAED/10014518.Facility,Gimoverken,GIMO,18.18833,60.18025,,Recovery,HW,404.0,
2026/02/13,Denmark,2014.0,4.0,Chemical industry,4(a)(ii),DK.CAED/000104924.FACILITY,IFF,Grindsted,8.931791185701428,55.76357930913704,,Recovery,HW,718.0,
2026/02/13,Denmark,2016.0,4.0,Chemical industry,4(e),DK.EEA/5740.FACILITY,STATENS SERUM INSTITUT,København S,12.5903416598399,55.6658800289463,,Recovery,HW,105.0,
2026/02/13,Norway,2007.0,3.0,Mineral industry,3(a),NO.EEA/0000.0073.01.FACILITY,Gullfaks Sør,Stavanger,2.242497,61.12352,,Recovery,HW,4200.0,
2026/02/13,Sweden,2011.0,4.0,Chemical industry,4(a)(i),SE.EEA/1490-1109.FACILITY,Eka Chemicals AB,Borås,12.92628395,57.70640563,,Recovery,HW,82.0,
2026/02/13,Sweden,2023.0,4.0,Chemical industry,4(a)(ii),SE.CAED/10017504.Facility,Formalinfabrikerna,PERSTORP,13.38707,56.12489,,Disposal,HW,0.338,
2026/02/13,Denmark,2009.0,8.0,Animal and vegetable products from the food and beverage sector,8(c),DK.CAED/000057738.FACILITY,Arla Foods Amba Arinco,Videbæk,8.62987855704204,56.08499235991467,,Recovery,HW,6.41,
2026/02/13,Denmark,2018.0,5.0,Waste and wastewater management,5(b),DK.CAED/000105787.FACILITY,Svendborg Kraftvarme P/S,Svendborg,10.608578025004949,55.05991919297627,,Disposal,NONHW,76.0,
2026/02/13,Denmark,2014.0,2.0,Production and processing of metals,2(c)(i),DK.CAED/000105347.FACILITY,Duferco Danish Steel A/S,Frederiksværk,12.015214676794375,55.95969465217677,,Recovery,HW,13.1,
2026/02/13,Denmark,2007.0,5.0,Waste and wastewater management,5(b),DK.EEA/3380.FACILITY,KNUDMOSEVÆRKET,Herning,9.00117424167206,56.1241204719594,,Disposal,HW,902.0,
2026/02/13,Sweden,2011.0,2.0,Production and processing of metals,2(e)(ii),SE.CAED/10017763.Facility,Boliden Bergsöe AB,LANDSKRONA,12.84489,55.86354,,Recovery,HW,1603.0,
2026/02/13,Norway,2016.0,3.0,Mineral industry,3(a),NO.EEA/0000.0070.01.FACILITY,Urd,Stavanger,8.249021,66.07747,,Disposal,HW,702.0,
2026/02/13,Sweden,2015.0,2.0,Production and processing of metals,2(f),SE.CAED/10015297.Facility,Swedecote AB Hillerstorp,HILLERSTORP,13.84915,57.31815,,Recovery,HW,73.4,
2026/02/13,Sweden,2017.0,2.0,Production and processing of metals,2(d),SE.CAED/10017305.Facility,Sandvik SRP AB,SVEDALA,13.23075,55.50829,,Disposal,NONHW,5360.0,
2026/02/13,Denmark,2016.0,5.0,Waste and wastewater management,5(b),DK.CAED/000105775.FACILITY,Sønderborg Kraftvarme A/S,Sønderborg,9.781271690247534,54.93000511295234,,Recovery,NONHW,13700.0,
2026/02/13,Norway,2013.0,1.0,Energy sector,1(c),NO.EEA/0301.0563.01.FACILITY,Hoff Varmesentral Skøyen,Oslo,10.6837425,59.9218254,,Disposal,HW,14.5,
2026/02/13,Sweden,2022.0,5.0,Waste and wastewater management,5(d),SE.CAED/10017956.Facility,Rönneholms avfallsanläggning,STEHAG,13.40667,55.91732,,Recovery,NONHW,39000.0,
2026/02/13,Sweden,2007.0,9.0,Other activities,9(d),SE.CAED/10022385.Facility,Superior Graphite Europe Ltd,SUNDSVALL,17.36663,62.33488,,Disposal,NONHW,2280.0,
2026/02/13,Sweden,2011.0,5.0,Waste and wastewater management,5(d),SE.CAED/10016484.Facility,Kejsarkullens avfallsanl.,HULTSFRED,15.81387,57.42795,,Disposal,NONHW,215.0,
2026/02/13,Sweden,2023.0,2.0,Production and processing of metals,2(b),SE.CAED/10021606.Facility,OVAKO BAR AB,SMEDJEBACKEN,15.41282,60.13636,,Recovery,NONHW,9191.0,
2026/02/13,Sweden,2010.0,5.0,Waste and wastewater management,5(b),SE.CAED/10017666.Facility,Sysavs avfallsförbränningsanläggning,MALMÖ,13.04528,55.63196,,Recovery,HW,13503.8,
2026/02/13,Denmark,2023.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000074398.FACILITY,Danish Crown A/S,Aalborg,9.935826124721968,57.04464997359592,,Disposal,HW,2.0,
2026/02/13,Sweden,2009.0,5.0,Waste and wastewater management,5(d),SE.CAED/10020539.Facility,Långskogens avfallsupplag,FILIPSTAD,14.26643,59.78954,,Recovery,HW,10.0,
2026/02/13,Norway,2017.0,3.0,Mineral industry,3(a),NO.EEA/0000.0075.01.FACILITY,Eldfisk,Tananger,3.264366,56.3761749,,Disposal,HW,378.0,
2026/02/13,Sweden,2016.0,1.0,Energy sector,1(c),SE.CAED/10018242.Facility,Åkerslund,ÄNGELHOLM,12.90188,56.24767,,Disposal,NONHW,2730.0,
2026/02/13,Denmark,2007.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/6202.FACILITY,Skagerrack Pelatic,Skagen,10.6040307653813,57.7213616236201,,Recovery,NONHW,7170.0,
2026/02/13,Sweden,2021.0,1.0,Energy sector,1(c),SE.CAED/10018678.Facility,Ringhalsverket,VÄRÖBACKA,12.10919,57.25737,,Recovery,NONHW,15900.0,
2026/02/13,Denmark,2009.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.EEA/1214.FACILITY,DANISH CROWN A/S,Esbjerg,8.46117617790936,55.4624829946984,,Recovery,NONHW,16600.0,
2026/02/13,Norway,2007.0,9.0,Other activities,9(c),NO.EEA/0221.0003.01.FACILITY,Stenqvist  avd. Flexo,Aurskog,11.4327488,59.93167,,Recovery,NONHW,598.0,
2026/02/13,Denmark,2014.0,1.0,Energy sector,1(c),DK.EEA/1513.FACILITY,Vattenfall A/S                   Fynsværket,Odense C            ,10.4102116826366,55.4294116608398,,Recovery,NONHW,7560.0,
2026/02/13,Sweden,2013.0,2.0,Production and processing of metals,2(c)(i),SE.CAED/10014897.Facility,Ovako Bar AB,BOXHOLM,15.04093,58.19418,,Recovery,HW,21.1,
2026/02/13,Sweden,2021.0,1.0,Energy sector,1(c),SE.CAED/10023763.Facility,Dåva kraftvärmeverk,UMEÅ,20.41062,63.8685,,Recovery,HW,13.4,
2026/02/13,Denmark,2022.0,8.0,Animal and vegetable products from the food and beverage sector,8(b)(i),DK.CAED/000095256.FACILITY,Danish Crown A/S,Svenstrup J,9.859267963100915,56.98218488274065,,Recovery,HW,1.295,
2026/02/13,Denmark,2012.0,8.0,Animal and vegetable products from the food and beverage sector,8(b),DK.EEA/2466.FACILITY,HARBOES BRYGGERI A/S,Skælskør,11.2901181954612,55.2482686020102,,Disposal,NONHW,350.0,
2026/02/13,Sweden,2020.0,2.0,Production and processing of metals,2(e)(i),SE.CAED/10016098.Facility,Stena Aluminium,ÄLMHULT,14.13667,56.55664,,Recovery,HW,14545.0,
2026/02/13,Denmark,2022.0,5.0,Waste and wastewater management,5(a),DK.CAED/000073660.FACILITY,RGS Nordic A/S Vemmelev,Vemmelev,11.233354903125912,55.3734676863004,,Recovery,NONHW,33456.0,
2026/02/13,Denmark,2016.0,1.0,Energy sector,1(c),DK.CAED/000106181.FACILITY,Avedøreværket,Hvidovre,12.48152777031473,55.60399886511819,,Disposal,HW,24.3,
2026/02/13,Denmark,2021.0,2.0,Production and processing of metals,2(f),DK.CAED/000098004.FACILITY,MIDTJYDSK FORNIKLING OG FORCHROMNING A/S,Herning,8.932320708357624,56.12642054861472,,Disposal,HW,164.733,
2026/02/13,Sweden,2021.0,4.0,Chemical industry,4(b)(v),SE.CAED/10017658.Facility,Norcarb Engineered Carbons AB,MALMÖ,13.03125,55.63645,,Recovery,HW,1.92,
2026/02/13,Sweden,2023.0,1.0,Energy sector,1(c),SE.CAED/10021163.Facility,Västerås kraftvärmeverk,VÄSTERÅS,16.51352,59.58845,,Recovery,NONHW,97054.0,
2026/02/13,Sweden,2013.0,5.0,Waste and wastewater management,5(d),SE.CAED/10021765.Facility,FÅGELMYRA AVFALLSANLÄGGNING,BORLÄNGE,15.50448,60.52771,,Recovery,HW,345.0,
2026/02/13,Sweden,2022.0,1.0,Energy sector,1(c),SE.CAED/10019896.Facility,Ryaverket,BORÅS,12.92871,57.72856,,Disposal,HW,2660.0,
2026/02/13,Sweden,2009.0,2.0,Production and processing of metals,2(c)(i),SE.CAED/10014897.Facility,Ovako Bar AB,BOXHOLM,15.04093,58.19418,,Disposal,HW,37.9,
2026/02/13,Norway,2015.0,5.0,Waste and wastewater management,5(e),NO.EEA/1531.0011.01.FACILITY,Vedde AS,Langevåg,6.241712,62.43609,,Recovery,HW,15.1,
2026/02/13,Sweden,2007.0,2.0,Production and processing of metals,2(f),SE.EEA/1861-101.FACILITY,Volvo Construction Equipment A,Hallsberg,15.10336558,59.07333975,,Recovery,NONHW,3800.0,
2026/02/13,Norway,2008.0,3.0,Mineral industry,3(a),NO.EEA/0000.0078.01.FACILITY,Sleipner Øst,Stavanger,1.90703,58.36666,,Disposal,HW,867.0,
2026/02/13,Sweden,2020.0,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Disposal,HW,0.01,
2026/02/13,Denmark,2021.0,8.0,Animal and vegetable products from the food and beverage sector,8(a),DK.CAED/000068116.FACILITY,Danish Crown A/S - Horsens,Horsens,9.827559859910572,55.916708654025896,,Disposal,NONHW,455.0,
2026/02/13,Sweden,2014.0,1.0,Energy sector,1(c),SE.CAED/10014983.Facility,Kraftvärmeverket i Linköping,LINKÖPING,15.62498,58.41941,,Recovery,HW,956.3,
2026/02/13,Norway,2011.0,5.0,Waste and wastewater management,5(a),NO.EEA/1554.0006.01.FACILITY,SAR Treatment avd. Averøy,Averøy,7.672644,63.0567055,,Recovery,NONHW,39.0,
2026/02/13,Sweden,2023.0,2.0,Production and processing of metals,2(c)(i),SE.CAED/10021742.Facility,SSAB EMEA AB,BORLÄNGE,15.4512,60.4906,,Recovery,NONHW,4154.0,
