PublicationDate,countryName,reportingYear,EPRTR_SectorCode,EPRTR_SectorName,EPRTRAnnexIMainActivity,FacilityInspireId,facilityName,city,Longitude,Latitude,addressConfidentialityReason,Pollutant,transfers,confidentialityReason
2026/02/13,Sweden,2020,4.0,Chemical industry,4(a)(ii),SE.CAED/10017516.Facility,BI-QEM Resins AB,PERSTORP,13.39222,56.12734,,Phenols (as total C),13000.0,
2026/02/13,Sweden,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10013773.Facility,ARLA,JÄRFÄLLA,17.81497,59.44813,,Total organic carbon(as total C or COD/3) (TOC),108000.0,
2026/02/13,Sweden,2021,4.0,Chemical industry,4(b)(v),SE.CAED/10017515.Facility,Johnson Matthey Formox AB,PERSTORP,13.38469,56.12651,,Total organic carbon(as total C or COD/3) (TOC),64100.0,
2026/02/13,Sweden,2021,4.0,Chemical industry,4(e),SE.CAED/10017497.Facility,Pharma,PERSTORP,13.39045,56.12263,,Toluene,680.0,
2026/02/13,Sweden,2021,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10016450.Facility,Guldfågeln,MÖRBYLÅNGA,16.38964,56.51161,,Total organic carbon(as total C or COD/3) (TOC),57200.0,
2026/02/13,Sweden,2021,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017202.Facility,Arlövs sockerbruk,ARLÖV,13.06586,55.63126,,Total organic carbon(as total C or COD/3) (TOC),228000.0,
2026/02/13,Sweden,2022,4.0,Chemical industry,4(a)(ii),SE.CAED/10022508.Facility,SEKAB Biofuels and Chemicals AB,ÖRNSKÖLDSVIK,18.70132,63.27057,,Total organic carbon(as total C or COD/3) (TOC),595000.0,
2026/02/13,Sweden,2022,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10014725.Facility,Kronfågel AB,VALLA,16.34555,59.01365,,Total nitrogen,65000.0,
2026/02/13,Sweden,2007,4.0,Chemical industry,4(a)(ii),SE.CAED/10022508.Facility,SEKAB Biofuels and Chemicals AB,ÖRNSKÖLDSVIK,18.70132,63.27057,,Total organic carbon(as total C or COD/3) (TOC),618000.0,
2026/02/13,Sweden,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.EEA/1780-105.FACILITY,Milko Mejerier i Karlstad,KARLSTAD,13.4614115219011,59.3807453200549,,Total organic carbon(as total C or COD/3) (TOC),73900.0,
2026/02/13,Sweden,2008,4.0,Chemical industry,4(a)(ii),SE.CAED/10017509.Facility,Pentafabriken,PERSTORP,13.38065,56.12628,,Zinc and compounds (as Zn),290.0,
2026/02/13,Sweden,2008,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10018424.Facility,Viking Malt AB,HALMSTAD,12.85611,56.65807,,Total phosphorus,13200.0,
2026/02/13,Sweden,2009,4.0,Chemical industry,4(e),SE.CAED/10013950.Facility,OCTAPHARMA-HORNSBERG,STOCKHOLM,18.00305,59.33791,,Total organic carbon(as total C or COD/3) (TOC),92200.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017866.Facility,Flora Food Manufacturing Sweden AB,HELSINGBORG,12.70598,56.01851,,Total organic carbon(as total C or COD/3) (TOC),350000.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10021847.Facility,SPENDRUPS BRYGGERI AB,GRÄNGESBERG,15.01324,60.07776,,Mercury and compounds (as Hg),4.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.EEA/0126-107.FACILITY,"SPENDRUPS BRYGGERI, VÅRBYENHET",VÅRBY 1,17.87902622,59.25560197,,Total organic carbon(as total C or COD/3) (TOC),385000.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016533.Facility,"Arla Foods AB, Kalmar",KALMAR,16.33577,56.67383,,Total phosphorus,7400.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10019304.Facility,Arla Foods AB,GÖTENE,13.48758,58.52986,,Total nitrogen,54400.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.EEA/1496-1116.FACILITY,Arla Foods AB - Skövde,SKÖVDE,13.86254313,58.40030663,,Total organic carbon(as total C or COD/3) (TOC),148000.0,
2026/02/13,Sweden,2010,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Total organic carbon(as total C or COD/3) (TOC),76300.0,
2026/02/13,Sweden,2010,4.0,Chemical industry,4(a)(ii),SE.CAED/10017507.Facility,Myrsyralinjen,PERSTORP,13.38019,56.12535,,Zinc and compounds (as Zn),230.0,
2026/02/13,Sweden,2010,5.0,Waste and wastewater management,5(d),SE.CAED/10013818.Facility,SOFIELUNDS ÅTERVINNINGSANLÄGGN,HUDDINGE,17.98903,59.17574,,Total organic carbon(as total C or COD/3) (TOC),204000.0,
2026/02/13,Sweden,2010,5.0,Waste and wastewater management,5(d),SE.CAED/10019366.Facility,Borreboda avfallsanläggning,TÖREBODA,14.09755,58.6795,,Cyanides (as total CN),263.0,
2026/02/13,Sweden,2010,5.0,Waste and wastewater management,5(d),SE.CAED/10024760.Facility,Bredviksberget avfallsanläggning,Öjebyn,21.39336,65.37192,,Arsenic and compounds (as As),6.78,
2026/02/13,Sweden,2011,4.0,Chemical industry,4(a)(ii),SE.CAED/10017509.Facility,Pentafabriken,PERSTORP,13.38065,56.12628,,Zinc and compounds (as Zn),218.0,
2026/02/13,Sweden,2011,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10018076.Facility,"Scan, Kristianstad",KRISTIANSTAD,14.1486,56.01971,,Total nitrogen,104000.0,
2026/02/13,Sweden,2012,4.0,Chemical industry,4(e),SE.CAED/10013950.Facility,OCTAPHARMA-HORNSBERG,STOCKHOLM,18.00305,59.33791,,Total organic carbon(as total C or COD/3) (TOC),95100.0,
2026/02/13,Sweden,2012,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10017375.Facility,KLS Ugglarps Hörby,HÖRBY,13.66991,55.8608,,Total organic carbon(as total C or COD/3) (TOC),57700.0,
2026/02/13,Sweden,2012,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017866.Facility,Flora Food Manufacturing Sweden AB,HELSINGBORG,12.70598,56.01851,,Total organic carbon(as total C or COD/3) (TOC),67300.0,
2026/02/13,Sweden,2012,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016533.Facility,"Arla Foods AB, Kalmar",KALMAR,16.33577,56.67383,,Total phosphorus,7400.0,
2026/02/13,Sweden,2012,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.EEA/1496-1116.FACILITY,Arla Foods AB - Skövde,SKÖVDE,13.86254313,58.40030663,,Total organic carbon(as total C or COD/3) (TOC),255000.0,
2026/02/13,Sweden,2013,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Total organic carbon(as total C or COD/3) (TOC),53100.0,
2026/02/13,Sweden,2013,5.0,Waste and wastewater management,5(d),SE.CAED/10024760.Facility,Bredviksberget avfallsanläggning,Öjebyn,21.39336,65.37192,,Arsenic and compounds (as As),9.47,
2026/02/13,Sweden,2013,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017923.Facility,Orkla Foods Sverige AB,ESLÖV,13.3112,55.82887,,Total phosphorus,11900.0,
2026/02/13,Sweden,2014,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Nonylphenol and Nonylphenol ethoxylates,29.0,
2026/02/13,Sweden,2014,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10018076.Facility,"Scan, Kristianstad",KRISTIANSTAD,14.1486,56.01971,,Total nitrogen,77200.0,
2026/02/13,Sweden,2014,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10018424.Facility,Viking Malt AB,HALMSTAD,12.85611,56.65807,,Total phosphorus,7120.0,
2026/02/13,Sweden,2014,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016726.Facility,"Arla Foods AB, Vimmerby",VIMMERBY,15.85489,57.65143,,Total phosphorus,6090.0,
2026/02/13,Sweden,2015,1.0,Energy sector,1(c),SE.CAED/10016162.Facility,Sandviksverket,VÄXJÖ,14.83779,56.86799,,Zinc and compounds (as Zn),100.0,
2026/02/13,Sweden,2015,2.0,Production and processing of metals,2(b),SE.CAED/10021812.Facility,"Outokumpu Stainless AB, Avesta",AVESTA,16.18031,60.13507,,Nickel and compounds (as Ni),94.0,
2026/02/13,Sweden,2015,5.0,Waste and wastewater management,5(d),SE.CAED/10021206.Facility,Gryta avfallsanläggning,Västerås,16.54427,59.66614,,Nickel and compounds (as Ni),27.0,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10017375.Facility,KLS Ugglarps Hörby,HÖRBY,13.66991,55.8608,,Total organic carbon(as total C or COD/3) (TOC),67900.0,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017539.Facility,Essentia Protein Solutions AB,Klippan,13.15001,56.2056,,Total organic carbon(as total C or COD/3) (TOC),132000.0,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017866.Facility,Flora Food Manufacturing Sweden AB,HELSINGBORG,12.70598,56.01851,,Total organic carbon(as total C or COD/3) (TOC),60700.0,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10019304.Facility,Arla Foods AB,GÖTENE,13.48758,58.52986,,Total nitrogen,91600.0,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.EEA/1496-1116.FACILITY,Arla Foods AB - Skövde,SKÖVDE,13.86254313,58.40030663,,Total organic carbon(as total C or COD/3) (TOC),112000.0,
2026/02/13,Sweden,2016,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Total organic carbon(as total C or COD/3) (TOC),74200.0,
2026/02/13,Sweden,2016,5.0,Waste and wastewater management,5(d),SE.CAED/10024760.Facility,Bredviksberget avfallsanläggning,Öjebyn,21.39336,65.37192,,Arsenic and compounds (as As),6.37,
2026/02/13,Sweden,2016,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017923.Facility,Orkla Foods Sverige AB,ESLÖV,13.3112,55.82887,,Total phosphorus,14100.0,
2026/02/13,Sweden,2016,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016726.Facility,"Arla Foods AB, Vimmerby",VIMMERBY,15.85489,57.65143,,Total nitrogen,64500.0,
2026/02/13,Sweden,2017,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Nonylphenol and Nonylphenol ethoxylates,9.0,
2026/02/13,Sweden,2017,5.0,Waste and wastewater management,5(d),SE.CAED/10019894.Facility,Energi- och miljöcenter Sobacken,BORÅS,12.91372,57.65159,,Nickel and compounds (as Ni),69.9,
2026/02/13,Sweden,2017,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10018424.Facility,Viking Malt AB,HALMSTAD,12.85611,56.65807,,Total phosphorus,9340.0,
2026/02/13,Sweden,2017,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016726.Facility,"Arla Foods AB, Vimmerby",VIMMERBY,15.85489,57.65143,,Total phosphorus,6570.0,
2026/02/13,Sweden,2018,2.0,Production and processing of metals,2(b),SE.CAED/10021812.Facility,"Outokumpu Stainless AB, Avesta",AVESTA,16.18031,60.13507,,Nickel and compounds (as Ni),73.3,
2026/02/13,Sweden,2018,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10017375.Facility,KLS Ugglarps Hörby,HÖRBY,13.66991,55.8608,,Total organic carbon(as total C or COD/3) (TOC),98200.0,
2026/02/13,Sweden,2018,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017539.Facility,Essentia Protein Solutions AB,Klippan,13.15001,56.2056,,Total organic carbon(as total C or COD/3) (TOC),166000.0,
2026/02/13,Sweden,2019,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Total organic carbon(as total C or COD/3) (TOC),87000.0,
2026/02/13,Sweden,2019,4.0,Chemical industry,4(b)(v),SE.CAED/10017515.Facility,Johnson Matthey Formox AB,PERSTORP,13.38469,56.12651,,Total nitrogen,70300.0,
2026/02/13,Sweden,2019,4.0,Chemical industry,4(e),SE.CAED/10013892.Facility,"FRESENIUS KABI, BRUNNAFABRIKEN",KUNGSÄNGEN,17.73935,59.51364,,Total organic carbon(as total C or COD/3) (TOC),64300.0,
2026/02/13,Sweden,2019,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017923.Facility,Orkla Foods Sverige AB,ESLÖV,13.3112,55.82887,,Total phosphorus,16200.0,
2026/02/13,Sweden,2019,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016726.Facility,"Arla Foods AB, Vimmerby",VIMMERBY,15.85489,57.65143,,Total nitrogen,65600.0,
2026/02/13,Sweden,2020,4.0,Chemical industry,4(a)(ii),SE.CAED/10014415.Facility,Cytiva Sweden AB,UPPSALA,17.66744,59.85419,,Nonylphenol and Nonylphenol ethoxylates,5.4,
2026/02/13,Sweden,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016533.Facility,"Arla Foods AB, Kalmar",KALMAR,16.33577,56.67383,,Total organic carbon(as total C or COD/3) (TOC),323000.0,
2026/02/13,Sweden,2020,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10017647.Facility,Malmö Mejeri AB,MALMÖ,13.06184,55.56132,,Total phosphorus,8250.0,
2026/02/13,Sweden,2021,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10017375.Facility,KLS Ugglarps Hörby,HÖRBY,13.66991,55.8608,,Total organic carbon(as total C or COD/3) (TOC),76100.0,
2026/02/13,Sweden,2021,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017539.Facility,Essentia Protein Solutions AB,Klippan,13.15001,56.2056,,Total organic carbon(as total C or COD/3) (TOC),130000.0,
2026/02/13,Sweden,2022,4.0,Chemical industry,4(e),SE.CAED/10013892.Facility,"FRESENIUS KABI, BRUNNAFABRIKEN",KUNGSÄNGEN,17.73935,59.51364,,Total organic carbon(as total C or COD/3) (TOC),75600.0,
2026/02/13,Sweden,2022,5.0,Waste and wastewater management,5(d),SE.CAED/10021206.Facility,Gryta avfallsanläggning,Västerås,16.54427,59.66614,,Phenols (as total C),39.0,
2026/02/13,Sweden,2022,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017923.Facility,Orkla Foods Sverige AB,ESLÖV,13.3112,55.82887,,Total phosphorus,18700.0,
2026/02/13,Sweden,2022,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016726.Facility,"Arla Foods AB, Vimmerby",VIMMERBY,15.85489,57.65143,,Total nitrogen,80900.0,
2026/02/13,Sweden,2007,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Chlorides (as total Cl),3980000.0,
2026/02/13,Sweden,2007,4.0,Chemical industry,4(b)(i),SE.CAED/10018983.Facility,Nouryon Pulp and Performance Chemicals AB (Eka),BOHUS,12.01023,57.85332,,Chlorides (as total Cl),4440000.0,
2026/02/13,Sweden,2007,6.0,Paper and wood production and processing,6(b),SE.EEA/1461-1105.FACILITY,Arctic Paper Håfreströms AB,MELLERUD,12.4270248504854,58.8059502166166,,Total organic carbon(as total C or COD/3) (TOC),52500.0,
2026/02/13,Sweden,2007,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017202.Facility,Arlövs sockerbruk,ARLÖV,13.06586,55.63126,,Total organic carbon(as total C or COD/3) (TOC),402000.0,
2026/02/13,Sweden,2007,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10016533.Facility,"Arla Foods AB, Kalmar",KALMAR,16.33577,56.67383,,Total phosphorus,10100.0,
2026/02/13,Sweden,2008,4.0,Chemical industry,4(a)(ii),SE.CAED/10017507.Facility,Myrsyralinjen,PERSTORP,13.38019,56.12535,,Zinc and compounds (as Zn),162.0,
2026/02/13,Sweden,2008,5.0,Waste and wastewater management,5(d),SE.CAED/10013818.Facility,SOFIELUNDS ÅTERVINNINGSANLÄGGN,HUDDINGE,17.98903,59.17574,,Phenols (as total C),25.2,
2026/02/13,Sweden,2008,5.0,Waste and wastewater management,5(d),SE.CAED/10013901.Facility,Högbytorps avfallsanläggning,BRO,17.61935,59.54698,,Total organic carbon(as total C or COD/3) (TOC),272000.0,
2026/02/13,Sweden,2008,5.0,Waste and wastewater management,5(d),SE.CAED/10020232.Facility,Falevi avfallsanläggning,FALKÖPING,13.53745,58.15579,,Phenols (as total C),223.0,
2026/02/13,Sweden,2008,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.EEA/1496-1116.FACILITY,Arla Foods AB - Skövde,SKÖVDE,13.86254313,58.40030663,,Total organic carbon(as total C or COD/3) (TOC),149000.0,
2026/02/13,Sweden,2009,,,,SE.CAED/10020367.Facility,Anholmen Fastighets AB (Akzo Nobel Base Chemicals),SKOGHALL,13.44588,59.32569,,Total organic carbon(as total C or COD/3) (TOC),119000.0,
2026/02/13,Sweden,2009,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Total organic carbon(as total C or COD/3) (TOC),98000.0,
2026/02/13,Sweden,2009,4.0,Chemical industry,4(a)(ii),SE.CAED/10017509.Facility,Pentafabriken,PERSTORP,13.38065,56.12628,,Zinc and compounds (as Zn),274.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(b),SE.CAED/10017923.Facility,Orkla Foods Sverige AB,ESLÖV,13.3112,55.82887,,Total phosphorus,11100.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10018571.Facility,"Arla Foods AB, Falkenbergsmeje",FALKENBERG,12.53663,56.89793,,Total phosphorus,7760.0,
2026/02/13,Sweden,2010,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Chlorides (as total Cl),4100000.0,
2026/02/13,Sweden,2010,4.0,Chemical industry,4(b)(i),SE.CAED/10018983.Facility,Nouryon Pulp and Performance Chemicals AB (Eka),BOHUS,12.01023,57.85332,,Chlorides (as total Cl),4760000.0,
2026/02/13,Sweden,2010,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10023600.Facility,Umeå mejeri,UMEÅ,20.3465,63.84962,,Total nitrogen,62300.0,
2026/02/13,Sweden,2007,9.0,Other activities,9(c),SE.CAED/10019423.Facility,VOLVO Personvagnar AB,GÖTEBORG,11.8393,57.71427,,Total organic carbon(as total C or COD/3) (TOC),129000.0,
2026/02/13,Sweden,2008,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Chromium and compounds (as Cr),75.0,
2026/02/13,Sweden,2008,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Total organic carbon(as total C or COD/3) (TOC),174000.0,
2026/02/13,Sweden,2008,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Chlorides (as total Cl),4530000.0,
2026/02/13,Sweden,2008,4.0,Chemical industry,4(b)(i),SE.CAED/10018983.Facility,Nouryon Pulp and Performance Chemicals AB (Eka),BOHUS,12.01023,57.85332,,Chlorides (as total Cl),3940000.0,
2026/02/13,Sweden,2008,6.0,Paper and wood production and processing,6(b),SE.EEA/1461-1105.FACILITY,Arctic Paper Håfreströms AB,MELLERUD,12.4270248504854,58.8059502166166,,Total organic carbon(as total C or COD/3) (TOC),83900.0,
2026/02/13,Sweden,2008,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10021787.Facility,Grådö Mejeri,HEDEMORA,16.0317,60.2458,,Total organic carbon(as total C or COD/3) (TOC),68600.0,
2026/02/13,Sweden,2008,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10023053.Facility,Arla mejeri,ÖSTERSUND,14.64978,63.16552,,Total organic carbon(as total C or COD/3) (TOC),66600.0,
2026/02/13,Sweden,2009,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10023600.Facility,Umeå mejeri,UMEÅ,20.3465,63.84962,,Total nitrogen,56700.0,
2026/02/13,Sweden,2010,4.0,Chemical industry,4(a)(ii),SE.CAED/10017509.Facility,Pentafabriken,PERSTORP,13.38065,56.12628,,Total organic carbon(as total C or COD/3) (TOC),191000.0,
2026/02/13,Sweden,2010,5.0,Waste and wastewater management,5(d),SE.CAED/10013818.Facility,SOFIELUNDS ÅTERVINNINGSANLÄGGN,HUDDINGE,17.98903,59.17574,,Total nitrogen,71400.0,
2026/02/13,Sweden,2010,9.0,Other activities,9(c),SE.CAED/10019423.Facility,VOLVO Personvagnar AB,GÖTEBORG,11.8393,57.71427,,Total organic carbon(as total C or COD/3) (TOC),60600.0,
2026/02/13,Sweden,2011,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Chromium and compounds (as Cr),206.0,
2026/02/13,Sweden,2011,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Total organic carbon(as total C or COD/3) (TOC),118000.0,
2026/02/13,Sweden,2011,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Chlorides (as total Cl),4260000.0,
2026/02/13,Sweden,2011,4.0,Chemical industry,4(b)(i),SE.CAED/10018983.Facility,Nouryon Pulp and Performance Chemicals AB (Eka),BOHUS,12.01023,57.85332,,Chlorides (as total Cl),6970000.0,
2026/02/13,Sweden,2011,5.0,Waste and wastewater management,5(d),SE.CAED/10019385.Facility,Tagene avfallsanläggning,GÖTEBORG,11.98693,57.77948,,Lead and compounds (as Pb),50.0,
2026/02/13,Sweden,2011,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.EEA/0126-107.FACILITY,"SPENDRUPS BRYGGERI, VÅRBYENHET",VÅRBY 1,17.87902622,59.25560197,,Total phosphorus,5690.0,
2026/02/13,Sweden,2011,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10019304.Facility,Arla Foods AB,GÖTENE,13.48758,58.52986,,Total phosphorus,14200.0,
2026/02/13,Sweden,2011,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10021787.Facility,Grådö Mejeri,HEDEMORA,16.0317,60.2458,,Total organic carbon(as total C or COD/3) (TOC),76800.0,
2026/02/13,Sweden,2011,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10023053.Facility,Arla mejeri,ÖSTERSUND,14.64978,63.16552,,Total organic carbon(as total C or COD/3) (TOC),78200.0,
2026/02/13,Sweden,2012,5.0,Waste and wastewater management,5(d),SE.CAED/10013901.Facility,Högbytorps avfallsanläggning,BRO,17.61935,59.54698,,Total organic carbon(as total C or COD/3) (TOC),56600.0,
2026/02/13,Sweden,2013,4.0,Chemical industry,4(a)(ii),SE.CAED/10017509.Facility,Pentafabriken,PERSTORP,13.38065,56.12628,,Total organic carbon(as total C or COD/3) (TOC),116000.0,
2026/02/13,Sweden,2013,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10023053.Facility,Arla mejeri,ÖSTERSUND,14.64978,63.16552,,Total phosphorus,6110.0,
2026/02/13,Sweden,2014,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Chromium and compounds (as Cr),323.0,
2026/02/13,Sweden,2014,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Total organic carbon(as total C or COD/3) (TOC),179000.0,
2026/02/13,Sweden,2014,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Chlorides (as total Cl),4110000.0,
2026/02/13,Sweden,2014,6.0,Paper and wood production and processing,6(b),SE.CAED/10013828.Facility,CRANE AB,TUMBA,17.81475,59.2005,,Copper and compounds (as Cu),64.4,
2026/02/13,Sweden,2014,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10021847.Facility,SPENDRUPS BRYGGERI AB,GRÄNGESBERG,15.01324,60.07776,,Total organic carbon(as total C or COD/3) (TOC),300000.0,
2026/02/13,Sweden,2014,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10019304.Facility,Arla Foods AB,GÖTENE,13.48758,58.52986,,Total phosphorus,22900.0,
2026/02/13,Sweden,2014,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.EEA/1480-1206.FACILITY,"ARLA, Göteborg",GÖTEBORG,12.01079715,57.68044367,,Total organic carbon(as total C or COD/3) (TOC),73000.0,
2026/02/13,Sweden,2015,4.0,Chemical industry,4(a)(ii),SE.CAED/10017498.Facility,TMP-fabriken,PERSTORP,13.38709,56.12457,,Nickel and compounds (as Ni),95.4,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(a),SE.CAED/10018026.Facility,UGGLARP SLAKTERI,TRELLEBORG,13.29065,55.46663,,Total organic carbon(as total C or COD/3) (TOC),68700.0,
2026/02/13,Sweden,2015,8.0,Animal and vegetable products from the food and beverage sector,8(c),SE.CAED/10023600.Facility,Umeå mejeri,UMEÅ,20.3465,63.84962,,Total nitrogen,66400.0,
2026/02/13,Sweden,2015,9.0,Other activities,9(c),SE.CAED/10017624.Facility,Ball Beverage Packaging Fosie AB,MALMÖ,13.04898,55.55259,,Fluorides (as total F),2520.0,
2026/02/13,Sweden,2016,4.0,Chemical industry,4(a)(ii),SE.CAED/10017509.Facility,Pentafabriken,PERSTORP,13.38065,56.12628,,Total organic carbon(as total C or COD/3) (TOC),153000.0,
2026/02/13,Sweden,2016,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10021847.Facility,SPENDRUPS BRYGGERI AB,GRÄNGESBERG,15.01324,60.07776,,Total phosphorus,6700.0,
2026/02/13,Sweden,2017,4.0,Chemical industry,4(a)(viii),SE.CAED/10022492.Facility,Nouryon Functional chemicals AB,ÖRNSKÖLDSVIK,18.70001,63.27019,,Chlorides (as total Cl),4390000.0,
2026/02/13,Sweden,2017,8.0,Animal and vegetable products from the food and beverage sector,8(b)(ii),SE.CAED/10021847.Facility,SPENDRUPS BRYGGERI AB,GRÄNGESBERG,15.01324,60.07776,,Total organic carbon(as total C or COD/3) (TOC),115000.0,
